Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
Navio680,53,7,33938,18,16,23,15,116,2017,CNTR,Porto4,Porto3,1
Navio681,24,7,166110,12,10,18,16,25,1995,GS,Porto1,Porto5,0
Navio682,17,6,102698,18,19,32,7,94,2012,GS,Porto3,Porto1,0
Navio683,59,7,94141,16,16,33,5,17,2010,GS,Porto4,Porto5,1
Navio684,56,13,162620,8,18,12,8,100,2003,GL,Porto3,Porto1,0
Navio685,40,6,190969,11,16,13,12,88,2016,GSM,Porto1,Porto3,0
Navio686,51,12,171742,8,13,16,9,115,2021,GS,Porto2,Porto4,0
Navio687,41,17,136781,16,18,24,9,34,1995,GLP,Porto2,Porto2,0
Navio688,19,11,85564,11,17,27,14,82,1999,CNTR,Porto4,Porto2,0
Navio689,56,15,158695,8,10,19,19,63,2019,GLP,Porto1,Porto3,0
Navio690,25,14,154962,18,19,27,8,26,1998,GLP,Porto2,Porto4,0
Navio691,27,11,160106,16,14,30,17,68,2022,CG,Porto3,Porto5,0
Navio692,55,12,58348,9,8,33,19,82,2006,CG,Porto2,Porto1,1
Navio693,48,14,114625,14,18,19,6,70,2011,GS,Porto1,Porto5,1
Navio694,52,7,189915,8,12,17,5,86,2021,CNTR,Porto4,Porto5,0
Navio695,54,10,121888,14,14,24,17,45,1995,GLP,Porto4,Porto3,0
Navio696,47,11,154937,13,19,31,11,47,1993,CNTR,Porto1,Porto4,0
Navio697,48,15,147175,10,13,10,6,83,2014,GLP,Porto2,Porto5,1
Navio698,41,6,153901,11,18,12,6,37,2020,GL,Porto4,Porto2,1
Navio699,50,11,191424,13,18,27,16,75,2001,GLP,Porto3,Porto4,0
Navio700,40,12,85766,11,15,28,15,70,2016,GSM,Porto3,Porto2,1
Navio701,39,15,56712,15,14,13,13,23,1992,GS,Porto5,Porto1,0
Navio702,33,7,173867,18,16,14,7,40,1996,CG,Porto3,Porto2,0
Navio703,35,7,148740,19,9,32,6,39,2001,GL,Porto4,Porto1,0
Navio704,45,9,57861,14,8,25,17,70,2011,GLP,Porto3,Porto2,1
Navio705,43,7,194644,8,17,18,7,32,2011,GL,Porto4,Porto1,0
Navio706,23,16,143932,12,19,11,10,72,2006,GS,Porto3,Porto3,0
Navio707,33,12,147762,16,16,15,12,73,1998,GS,Porto2,Porto3,0
Navio708,40,16,97118,12,12,27,18,54,2013,GL,Porto4,Porto2,1
Navio709,39,6,68739,17,12,24,7,74,2011,GS,Porto3,Porto5,1
Navio710,54,13,134697,10,13,13,17,114,1990,GS,Porto4,Porto4,0
Navio711,57,17,41298,10,12,10,19,34,2001,GL,Porto3,Porto1,0
Navio712,43,12,76175,16,9,26,15,49,2016,CG,Porto2,Porto2,1
Navio713,39,17,139763,11,18,15,10,52,2022,CNTR,Porto3,Porto1,1
Navio714,33,10,183243,18,11,14,9,58,2012,GS,Porto3,Porto4,0
Navio715,18,15,64864,12,13,34,13,116,2009,GL,Porto5,Porto4,1
Navio716,59,8,111390,11,11,29,19,58,1992,GL,Porto3,Porto5,0
Navio717,34,9,54451,12,15,26,10,108,2018,CNTR,Porto4,Porto2,1
Navio718,15,16,70700,10,16,34,8,49,2022,GL,Porto4,Porto2,1
Navio719,25,12,130976,17,17,22,9,28,1997,GS,Porto1,Porto3,0
Navio720,18,12,150536,16,9,33,9,104,2005,GL,Porto5,Porto5,0
Navio721,21,8,183756,9,9,31,19,23,2021,GSM,Porto4,Porto2,0
Navio722,42,7,77400,8,10,23,17,37,2020,CNTR,Porto3,Porto3,1
Navio723,50,16,109049,11,10,22,8,61,2011,GSM,Porto4,Porto5,1
Navio724,21,13,176178,16,15,32,6,34,2007,GS,Porto1,Porto1,0
Navio725,34,14,97022,11,17,33,10,109,2003,GSM,Porto1,Porto1,0
Navio726,49,14,175979,17,18,33,11,33,2017,GS,Porto5,Porto4,0
Navio727,53,17,90404,12,19,33,13,66,1998,GS,Porto2,Porto2,0
Navio728,35,17,125945,19,19,32,11,97,2010,GSM,Porto5,Porto3,0
Navio729,58,10,138909,16,19,28,10,112,2016,CNTR,Porto4,Porto2,0
Navio730,15,8,91704,18,19,34,9,28,2000,GS,Porto4,Porto2,0
Navio731,51,17,119381,17,13,22,15,47,2021,GSM,Porto1,Porto2,1
Navio732,56,15,52754,17,14,22,12,27,2010,GSM,Porto4,Porto5,1
Navio733,17,17,74012,19,8,16,5,66,2005,CG,Porto2,Porto2,0
Navio734,48,14,61478,17,16,24,17,54,2013,GS,Porto5,Porto4,1
Navio735,27,16,70038,17,17,21,14,24,2001,CG,Porto3,Porto2,0
Navio736,30,6,89227,12,13,23,15,66,2011,GSM,Porto1,Porto1,1
Navio737,48,17,188448,9,12,10,9,66,2000,GS,Porto2,Porto4,0
Navio738,38,9,78058,13,13,25,8,114,1991,GLP,Porto4,Porto3,0
Navio739,27,6,111841,12,18,26,15,71,1993,CG,Porto4,Porto2,0
Navio740,20,11,95315,13,10,18,19,81,1994,CG,Porto3,Porto2,0
Navio741,53,13,68218,16,14,11,19,109,1998,GS,Porto2,Porto2,0
Navio742,16,13,120770,15,13,19,16,82,1993,CG,Porto1,Porto2,0
Navio743,25,10,143924,8,14,21,5,16,2005,CNTR,Porto1,Porto1,0
Navio744,21,17,120929,14,14,21,7,48,2020,CNTR,Porto5,Porto5,1
Navio745,21,14,112910,9,9,33,10,65,2007,CNTR,Porto3,Porto2,1
Navio746,53,8,199360,9,10,20,15,19,2008,GS,Porto5,Porto5,0
Navio747,53,17,161176,17,11,31,8,53,1993,CNTR,Porto4,Porto5,0
Navio748,26,15,196973,12,10,34,19,16,2011,GS,Porto3,Porto4,0
Navio749,36,11,43585,13,13,23,5,41,2012,GSM,Porto5,Porto4,1
Navio750,17,7,122870,18,17,11,5,72,2006,GSM,Porto5,Porto4,1
Navio751,27,13,148365,9,10,22,8,80,2004,CNTR,Porto5,Porto2,0
Navio752,44,13,163698,13,17,19,17,29,2015,GS,Porto4,Porto1,0
Navio753,24,7,112123,17,10,23,14,54,2003,GLP,Porto3,Porto5,0
Navio754,23,11,144682,13,11,13,8,53,1993,CG,Porto4,Porto5,0
Navio755,20,6,173528,11,8,12,16,65,2015,CG,Porto5,Porto5,0
Navio756,58,13,97281,15,8,15,12,40,2007,CG,Porto2,Porto2,1
Navio757,16,14,43479,9,19,33,17,16,2002,GL,Porto2,Porto5,0
Navio758,58,10,40751,18,18,20,9,16,2019,GS,Porto3,Porto1,1
Navio759,30,11,145465,15,17,21,18,26,2015,GL,Porto3,Porto3,1
Navio760,27,8,165531,8,13,31,18,112,1995,GSM,Porto5,Porto2,0
Navio761,27,6,125161,14,18,21,15,72,1998,CNTR,Porto5,Porto5,0
Navio762,36,14,159988,14,15,12,19,61,1990,GSM,Porto3,Porto3,0
Navio763,33,12,143258,13,11,16,12,85,1992,CG,Porto1,Porto5,0
Navio764,40,17,143447,11,17,21,19,74,1999,GS,Porto1,Porto1,0
Navio765,28,11,190595,19,17,24,15,13,2001,CG,Porto3,Porto5,0
Navio766,45,9,121583,19,8,11,13,100,2021,GSM,Porto1,Porto2,0
Navio767,43,14,64164,8,18,20,17,23,2012,GSM,Porto2,Porto1,1
Navio768,59,16,175031,14,13,14,11,89,2010,GL,Porto2,Porto4,0
Navio769,56,15,98127,12,12,24,19,40,1999,GSM,Porto4,Porto1,0
Navio770,36,6,135568,15,9,33,5,89,2012,GSM,Porto4,Porto3,1
Navio771,21,16,141604,13,8,23,19,22,2017,GLP,Porto1,Porto4,1
Navio772,51,13,60875,12,8,19,16,103,1999,CNTR,Porto2,Porto1,0
Navio773,55,8,182728,16,8,34,5,52,2009,GSM,Porto4,Porto5,0
Navio774,41,16,131175,11,12,17,8,59,2013,CG,Porto1,Porto1,1
Navio775,45,14,120668,15,17,22,16,24,2014,GLP,Porto5,Porto4,1
Navio776,20,13,166922,15,12,13,17,13,2015,GS,Porto5,Porto4,0
Navio777,30,12,70091,18,8,17,5,68,1996,GS,Porto1,Porto1,0
Navio778,52,6,138770,16,16,17,17,59,2006,GLP,Porto3,Porto4,1
Navio779,52,11,42015,11,15,30,10,20,2021,GLP,Porto4,Porto3,1
Navio780,46,8,141272,19,9,34,8,67,1995,GSM,Porto1,Porto4,0
Navio781,47,16,151464,9,16,34,10,66,2003,CG,Porto5,Porto5,0
Navio782,31,12,168733,16,17,11,15,90,2001,GL,Porto1,Porto1,0
Navio783,47,14,144976,13,19,28,14,77,1995,CG,Porto1,Porto5,0
Navio784,25,10,105200,19,19,26,14,23,2000,CG,Porto2,Porto2,0
Navio785,27,6,66847,12,14,19,9,17,2008,CG,Porto1,Porto4,1
Navio786,44,9,166908,12,12,24,16,92,1992,GSM,Porto1,Porto3,0
Navio787,15,16,183104,9,18,23,17,113,2006,GLP,Porto5,Porto3,0
Navio788,44,10,132517,9,16,20,9,26,1990,CG,Porto2,Porto1,0
Navio789,41,7,107560,16,19,11,19,39,2003,CG,Porto1,Porto2,0
Navio790,54,14,99963,16,17,16,12,80,2012,CG,Porto4,Porto1,1
Navio791,37,8,192383,11,14,18,10,107,1990,GSM,Porto4,Porto1,0
Navio792,34,14,133644,10,12,16,7,63,1999,GSM,Porto3,Porto3,0
Navio793,20,15,187235,14,15,18,11,104,2015,GL,Porto2,Porto2,0
Navio794,51,14,51212,11,19,31,9,53,1992,CNTR,Porto2,Porto3,0
Navio795,34,13,108908,8,8,27,11,11,2004,GS,Porto2,Porto3,0
Navio796,51,15,41794,8,12,34,13,18,2018,CG,Porto3,Porto1,1
Navio797,20,9,108745,13,11,27,10,35,2011,GLP,Porto3,Porto3,1
Navio798,43,12,130449,16,12,33,19,72,1992,GS,Porto5,Porto1,0
Navio799,27,9,132625,15,19,25,19,113,2012,GL,Porto1,Porto1,0
Navio800,41,13,72659,13,18,21,18,109,1998,GS,Porto5,Porto1,0
Navio801,34,13,76832,16,17,24,7,69,2006,CNTR,Porto5,Porto1,1
Navio802,27,8,54890,18,17,34,14,15,2017,GS,Porto2,Porto2,1
Navio803,53,13,103315,19,14,28,17,32,1997,CG,Porto3,Porto4,0
Navio804,22,17,106264,8,9,34,9,61,2019,GL,Porto4,Porto5,1
Navio805,31,14,41367,18,11,33,14,15,2000,GSM,Porto3,Porto5,0
Navio806,44,10,143054,9,10,12,15,88,2019,GLP,Porto3,Porto3,1
Navio807,15,9,44731,10,16,15,18,110,1997,GL,Porto1,Porto4,0
Navio808,38,16,166218,8,13,24,15,31,1997,CNTR,Porto4,Porto5,0
Navio809,30,6,172440,16,8,33,16,30,1991,CG,Porto5,Porto4,0
Navio810,25,8,161167,10,14,25,5,15,2015,GLP,Porto2,Porto1,0
Navio811,18,16,48394,16,15,17,7,93,2003,GL,Porto3,Porto2,0
Navio812,18,11,63330,8,16,28,19,24,2003,GSM,Porto4,Porto2,0
Navio813,31,10,31253,14,10,34,11,56,1990,CNTR,Porto2,Porto3,0
Navio814,24,8,86339,18,16,16,18,85,2009,GSM,Porto5,Porto1,1
Navio815,35,13,138983,14,14,32,19,56,1993,GS,Porto1,Porto5,0
Navio816,52,16,149583,14,19,30,9,17,1991,CG,Porto1,Porto4,0
Navio817,32,9,187638,11,12,27,13,15,2007,GL,Porto2,Porto5,0
Navio818,24,13,194787,12,16,12,15,28,1995,CNTR,Porto3,Porto5,0
Navio819,59,9,128597,11,18,18,19,30,1992,GSM,Porto3,Porto5,0
Navio820,30,7,33407,18,13,10,12,18,2001,CNTR,Porto1,Porto3,0
Navio821,53,10,125148,8,17,29,16,27,1995,GLP,Porto1,Porto3,0
Navio822,29,11,78437,11,12,16,5,67,2000,GS,Porto1,Porto2,0
Navio823,48,9,87476,14,15,15,6,45,1994,GL,Porto3,Porto1,0
Navio824,19,8,43795,18,8,13,9,63,2022,GL,Porto3,Porto2,1
Navio825,31,17,195777,18,12,16,13,105,2009,GS,Porto5,Porto5,0
Navio826,51,7,116553,14,16,30,5,106,2012,GL,Porto4,Porto4,1
Navio827,22,17,147686,14,9,20,13,28,1994,CNTR,Porto5,Porto5,0
Navio828,38,16,90794,13,9,11,5,106,2011,GSM,Porto3,Porto4,1
Navio829,42,17,58236,17,15,17,6,75,2002,GL,Porto3,Porto5,0
Navio830,22,9,72752,8,17,31,5,110,2021,CG,Porto3,Porto4,1
Navio831,37,10,50320,9,16,23,12,62,2022,GSM,Porto1,Porto4,1
Navio832,49,10,187638,12,15,15,18,69,2017,GSM,Porto3,Porto1,0
Navio833,45,12,147096,15,13,21,12,66,2003,GL,Porto3,Porto2,0
Navio834,31,15,162179,10,13,32,18,27,2020,GS,Porto1,Porto2,0
Navio835,42,15,45995,18,17,33,10,49,2008,CG,Porto3,Porto2,1
Navio836,26,9,179603,14,12,32,6,93,2001,GS,Porto4,Porto2,0
Navio837,38,13,184973,8,16,31,5,41,2022,GSM,Porto2,Porto5,0
Navio838,29,10,47111,9,9,14,13,52,2001,GS,Porto5,Porto5,0
Navio839,54,17,51273,9,15,19,14,17,2008,GLP,Porto5,Porto1,1
Navio840,45,6,170500,8,9,10,19,104,2018,GLP,Porto1,Porto3,0
Navio841,41,16,169692,9,17,30,12,78,2008,CNTR,Porto4,Porto2,0
Navio842,49,6,72454,13,13,15,5,76,2011,CG,Porto2,Porto5,1
Navio843,32,6,143895,8,9,19,15,69,1993,CNTR,Porto2,Porto4,0
Navio844,50,6,104034,14,11,27,14,75,2019,GL,Porto3,Porto3,1
Navio845,22,10,162607,9,8,25,18,48,2019,GL,Porto4,Porto3,0
Navio846,52,17,152571,8,10,31,9,10,2001,CG,Porto3,Porto2,0
Navio847,19,11,82506,13,18,29,15,22,2009,GL,Porto5,Porto1,1
Navio848,28,11,150602,14,19,31,5,63,2008,GL,Porto2,Porto2,0
Navio849,52,15,187644,16,15,17,5,56,1992,CG,Porto2,Porto5,0
Navio850,34,8,81996,14,17,26,9,43,1993,CG,Porto5,Porto2,0
Navio851,58,16,74928,8,12,21,15,99,1993,GL,Porto5,Porto2,0
Navio852,23,6,149109,17,17,34,18,49,2010,GSM,Porto2,Porto5,1
Navio853,47,13,44393,9,9,16,14,116,2006,GLP,Porto2,Porto5,1
Navio854,32,7,85782,15,10,16,7,96,2021,CG,Porto3,Porto1,1
Navio855,20,17,100157,13,11,21,9,118,2003,GSM,Porto3,Porto3,0
Navio856,51,15,88107,13,14,27,6,23,2001,GL,Porto4,Porto3,0
Navio857,16,15,166443,8,16,22,11,17,2019,CNTR,Porto1,Porto4,0
Navio858,44,16,38794,8,13,31,14,11,2008,CNTR,Porto2,Porto2,1
Navio859,20,6,69762,9,14,30,8,44,2000,GS,Porto2,Porto5,0
Navio860,31,13,177244,18,9,19,13,29,2014,GL,Porto1,Porto3,0
Navio861,53,12,142860,13,8,17,19,81,2010,CG,Porto1,Porto3,1
Navio862,55,13,35637,19,8,33,14,32,1992,GSM,Porto3,Porto3,0
Navio863,37,16,165386,14,19,32,14,41,2007,GS,Porto3,Porto4,0
Navio864,45,15,68433,12,9,10,16,44,2000,CNTR,Porto5,Porto1,0
Navio865,34,6,191921,16,18,14,8,49,2018,GL,Porto4,Porto3,0
Navio866,19,17,65903,17,18,28,6,102,2018,GLP,Porto5,Porto4,1
Navio867,35,17,110573,13,13,29,9,19,1999,GL,Porto3,Porto1,0
Navio868,57,15,84767,19,18,23,10,104,1994,GS,Porto5,Porto5,0
Navio869,25,10,139915,13,15,20,18,17,2005,CG,Porto2,Porto5,0
Navio870,18,14,40986,16,15,16,8,33,2018,GSM,Porto3,Porto2,1
Navio871,37,11,58876,17,8,21,15,113,2002,GS,Porto5,Porto4,0
Navio872,52,8,145999,9,12,29,17,44,1992,CNTR,Porto5,Porto4,0
Navio873,44,17,139805,10,12,19,7,48,2021,GSM,Porto3,Porto1,1
Navio874,56,17,82699,16,11,16,7,83,2007,GLP,Porto2,Porto3,1
Navio875,55,17,74986,13,16,15,19,81,1998,GLP,Porto4,Porto5,0
Navio876,32,11,80772,14,15,21,17,110,2020,CG,Porto1,Porto5,1
Navio877,55,10,191865,15,15,15,14,33,1998,GL,Porto2,Porto5,0
Navio878,57,7,122101,19,12,25,13,110,2004,CNTR,Porto4,Porto1,0
Navio879,45,6,193981,10,10,28,10,10,2015,GL,Porto4,Porto4,0
Navio880,44,8,148376,12,10,25,12,53,2003,GS,Porto1,Porto5,0
Navio881,48,11,192641,14,10,27,15,50,2012,CNTR,Porto2,Porto1,0
Navio882,45,10,63069,8,12,25,9,112,2007,GL,Porto3,Porto2,1
Navio883,52,8,175561,11,18,15,12,70,1994,CG,Porto1,Porto1,0
Navio884,39,13,48880,11,9,17,7,48,1990,GLP,Porto3,Porto3,0
Navio885,31,9,46118,14,10,22,5,88,2012,GL,Porto1,Porto4,1
Navio886,50,11,139262,11,12,14,8,115,2001,GSM,Porto4,Porto5,0
Navio887,54,16,167431,17,12,26,16,119,1994,CNTR,Porto1,Porto4,0
Navio888,44,12,192758,19,18,29,10,47,1997,GS,Porto5,Porto4,0
Navio889,16,10,87615,9,10,17,18,61,1992,GS,Porto5,Porto5,0
Navio890,38,15,174901,15,15,10,12,84,2002,GSM,Porto4,Porto3,0
Navio891,23,14,38903,11,18,31,8,74,2005,CNTR,Porto2,Porto2,0
Navio892,15,6,36077,11,11,14,10,104,2014,GS,Porto5,Porto2,1
Navio893,38,16,65357,11,10,28,11,59,1992,GS,Porto1,Porto2,0
Navio894,52,16,99535,17,9,20,15,33,2007,GSM,Porto5,Porto5,1
Navio895,41,17,50943,9,15,31,7,96,2004,GL,Porto1,Porto1,0
Navio896,40,6,72699,9,8,17,9,87,2000,GLP,Porto3,Porto5,0
Navio897,40,8,94491,8,18,30,19,39,1997,GLP,Porto5,Porto1,0
Navio898,21,12,74447,14,19,12,19,39,2000,CNTR,Porto5,Porto5,0
Navio899,39,7,176539,17,12,20,11,39,2021,GL,Porto2,Porto3,0
Navio900,30,11,119558,17,12,33,14,79,2005,GL,Porto4,Porto3,0
Navio901,52,15,48164,16,17,15,11,69,2014,GS,Porto2,Porto4,1
Navio902,56,11,95214,19,13,22,5,29,2007,CNTR,Porto1,Porto4,0
Navio903,32,8,41795,18,19,22,16,10,2006,GSM,Porto4,Porto4,0
Navio904,31,9,102369,16,12,10,6,115,2014,GSM,Porto4,Porto4,1
Navio905,58,17,163312,9,17,19,13,11,2012,GSM,Porto4,Porto4,0
Navio906,20,9,165659,16,11,10,8,95,2000,CNTR,Porto5,Porto5,0
Navio907,34,9,180913,12,19,13,8,45,2011,CG,Porto2,Porto2,0
Navio908,37,14,83042,11,10,31,18,97,1990,GLP,Porto1,Porto3,0
Navio909,26,11,160620,17,19,13,10,118,1996,GS,Porto2,Porto1,0
Navio910,26,17,40810,12,9,31,19,99,2018,GS,Porto4,Porto5,1
Navio911,48,15,58622,16,19,32,6,72,2006,GS,Porto1,Porto2,0
Navio912,22,11,197796,17,19,20,19,38,1997,GSM,Porto3,Porto5,0
Navio913,41,7,82921,11,13,15,10,96,1995,GSM,Porto2,Porto2,0
Navio914,22,14,80834,17,11,24,13,23,1991,GLP,Porto3,Porto3,0
Navio915,47,16,147929,17,13,31,9,14,1990,GSM,Porto1,Porto1,0
Navio916,51,13,134676,8,15,31,10,55,1995,GS,Porto3,Porto2,0
Navio917,33,13,30171,15,18,11,8,100,2001,GLP,Porto5,Porto3,0
Navio918,38,7,72737,9,11,32,11,114,1997,CG,Porto1,Porto3,0
Navio919,36,15,198864,8,16,22,14,41,1992,CG,Porto5,Porto2,0
Navio920,17,6,160891,16,13,30,14,101,2007,GS,Porto4,Porto1,0
Navio921,23,15,151047,9,15,17,11,53,2001,GL,Porto1,Porto1,0
Navio922,25,10,118699,13,16,20,10,60,2005,GSM,Porto4,Porto2,0
Navio923,20,12,133474,19,11,20,17,22,2018,GSM,Porto2,Porto3,0
Navio924,53,6,140709,11,18,27,11,51,2012,GLP,Porto5,Porto1,1
Navio925,53,17,146307,18,17,22,9,100,2004,CG,Porto5,Porto5,0
Navio926,51,9,54834,17,13,11,12,88,1994,GLP,Porto5,Porto2,0
Navio927,16,9,176930,17,13,24,14,68,2021,GLP,Porto5,Porto3,0
Navio928,51,10,62796,8,12,31,19,70,1997,CNTR,Porto3,Porto3,0
Navio929,20,16,111326,11,11,28,6,64,1994,CG,Porto3,Porto2,0
Navio930,20,7,98395,13,16,24,12,91,2019,GLP,Porto5,Porto5,1
Navio931,53,16,87185,13,19,16,18,92,1999,GS,Porto1,Porto1,0
Navio932,50,6,184145,9,17,11,7,97,2021,GL,Porto3,Porto1,0
Navio933,39,10,44090,11,19,32,5,16,1996,CNTR,Porto4,Porto4,0
Navio934,30,12,138403,13,16,13,9,70,2012,GLP,Porto4,Porto4,1
Navio935,35,14,79021,18,8,16,17,39,2006,GL,Porto4,Porto5,1
Navio936,24,8,88739,9,19,32,17,70,2018,CNTR,Porto5,Porto3,0
Navio937,19,7,97358,8,19,26,6,110,2005,GSM,Porto4,Porto3,0
Navio938,39,8,79216,19,12,30,10,54,1999,GSM,Porto2,Porto1,0
Navio939,45,7,169902,11,10,31,11,56,2018,GL,Porto3,Porto5,0
Navio940,17,6,150174,19,13,19,8,28,2003,GSM,Porto5,Porto1,0
Navio941,34,7,42127,12,17,24,5,101,1997,GLP,Porto1,Porto2,0
Navio942,18,12,191175,19,18,27,10,44,2013,CNTR,Porto1,Porto5,0
Navio943,28,10,170820,18,19,11,6,113,2008,CG,Porto4,Porto1,0
Navio944,26,10,59382,13,10,13,19,70,1991,CG,Porto2,Porto2,0
Navio945,28,17,127276,17,13,22,5,43,2021,GS,Porto1,Porto2,1
Navio946,51,11,199130,17,9,34,10,12,2016,CNTR,Porto3,Porto3,0
Navio947,32,15,145043,17,18,28,14,81,2019,GS,Porto5,Porto3,1
Navio948,41,9,194988,14,17,10,9,99,2006,GL,Porto4,Porto2,0
Navio949,21,12,160326,13,16,15,16,74,2019,GL,Porto5,Porto1,0
Navio950,49,16,69070,11,16,15,7,104,1990,GLP,Porto3,Porto2,0
Navio951,36,6,124539,19,11,27,6,38,1993,GL,Porto1,Porto1,0
Navio952,35,8,157842,17,14,18,6,28,2008,CG,Porto1,Porto3,0
Navio953,57,6,97267,9,10,31,12,102,2001,GLP,Porto4,Porto3,0
Navio954,32,13,146081,17,13,29,11,25,1995,CNTR,Porto5,Porto3,0
Navio955,52,13,161562,10,16,18,9,99,2022,GSM,Porto1,Porto1,0
Navio956,40,7,131568,18,10,23,19,37,1995,GSM,Porto2,Porto4,0
Navio957,36,10,121142,19,13,31,15,103,2014,CNTR,Porto5,Porto4,0
Navio958,51,15,143678,18,8,18,17,37,2000,GL,Porto3,Porto2,0
Navio959,19,14,138340,12,15,12,14,113,2001,CNTR,Porto2,Porto3,0
Navio960,49,17,124806,8,19,23,9,17,2015,GL,Porto1,Porto3,0
Navio961,26,6,159115,9,8,15,18,115,2017,CG,Porto5,Porto1,0
Navio962,49,9,80371,17,16,27,12,52,1995,GL,Porto3,Porto2,0
Navio963,48,16,52631,13,17,28,12,46,2001,GL,Porto3,Porto3,0
Navio964,34,10,87774,10,19,11,5,92,2008,CNTR,Porto1,Porto3,0
Navio965,26,16,129671,9,10,16,13,43,2005,GLP,Porto3,Porto3,0
Navio966,48,12,140616,16,12,34,12,79,2016,GSM,Porto3,Porto3,1
Navio967,40,7,164379,11,9,21,5,70,2000,GL,Porto2,Porto4,0
Navio968,48,9,59069,11,8,19,7,103,2002,CNTR,Porto1,Porto2,0
Navio969,46,9,183632,15,9,22,18,89,2006,GS,Porto2,Porto2,0
Navio970,21,8,96802,12,17,12,19,104,2020,GL,Porto5,Porto4,1
Navio971,40,10,163961,13,17,18,13,88,1990,GSM,Porto3,Porto2,0
Navio972,39,10,51861,14,19,29,8,81,2000,CG,Porto3,Porto2,0
Navio973,53,16,107164,19,12,17,15,91,1994,CNTR,Porto1,Porto2,0
Navio974,31,10,110529,10,9,27,17,16,1990,GL,Porto3,Porto2,0
Navio975,38,15,144327,15,16,25,17,114,2002,GS,Porto4,Porto1,0
Navio976,41,11,167507,10,16,16,11,104,2001,GLP,Porto5,Porto1,0
Navio977,18,14,130436,14,17,11,12,10,1998,CG,Porto2,Porto4,0
Navio978,41,9,33846,17,19,12,10,116,2001,GS,Porto2,Porto2,0
Navio979,44,12,116920,10,10,18,8,100,2022,GSM,Porto4,Porto4,1
Navio980,17,11,108653,18,9,11,13,21,2021,GL,Porto5,Porto1,1
Navio981,20,9,145436,19,14,24,17,66,2005,GL,Porto4,Porto4,0
Navio982,22,9,127881,8,10,34,17,18,2011,GS,Porto1,Porto3,1
Navio983,30,13,50551,17,13,13,9,102,2003,GLP,Porto2,Porto3,0
Navio984,29,6,160505,12,11,15,15,61,2006,GS,Porto2,Porto3,0
Navio985,50,15,81578,19,9,23,9,91,2017,CNTR,Porto2,Porto5,0
Navio986,54,13,163894,15,15,10,8,47,2004,GS,Porto3,Porto4,0
Navio987,22,16,107253,9,17,17,12,46,1997,CNTR,Porto2,Porto1,0
Navio988,53,10,129236,14,16,25,18,48,2009,CNTR,Porto4,Porto3,1
Navio989,44,6,140695,11,9,12,7,110,1995,CNTR,Porto1,Porto5,0
Navio990,26,17,154310,18,17,20,15,77,2015,GL,Porto4,Porto2,1
Navio991,18,16,93623,14,17,30,9,74,2012,GS,Porto5,Porto2,1
Navio992,28,17,82792,8,8,13,18,15,1994,GSM,Porto1,Porto4,0
Navio993,39,11,99725,9,10,16,6,31,2020,GS,Porto3,Porto5,1
Navio994,19,16,44994,13,8,25,8,62,2021,GS,Porto1,Porto5,1
Navio995,37,9,92870,15,8,29,8,68,2014,GLP,Porto3,Porto5,1
Navio996,44,17,97029,12,9,23,8,86,1996,GS,Porto4,Porto1,0
Navio997,53,12,166750,19,17,11,7,93,1994,GSM,Porto2,Porto1,0
Navio998,26,13,142935,9,13,18,7,52,1991,CNTR,Porto1,Porto2,0
Navio999,29,6,130920,18,12,32,15,16,1999,CNTR,Porto3,Porto5,0
Navio1000,33,9,146284,16,13,14,15,10,2006,GSM,Porto5,Porto1,1
Navio1001,40,8,47407,10,12,32,15,98,1994,CNTR,Porto5,Porto4,0
Navio1002,59,6,124748,12,19,11,6,22,1994,CG,Porto2,Porto1,0
Navio1003,18,13,106347,18,17,26,12,65,1990,CG,Porto4,Porto3,0
Navio1004,52,6,161085,19,19,24,8,100,2012,GLP,Porto3,Porto1,0
Navio1005,22,13,105169,19,10,12,8,73,2002,GSM,Porto1,Porto3,0
Navio1006,44,8,131018,9,13,11,9,69,2008,CG,Porto2,Porto5,1
Navio1007,29,6,81277,16,12,28,19,84,2004,GS,Porto5,Porto3,0
Navio1008,26,8,119674,8,14,12,16,44,2011,GL,Porto3,Porto5,1
Navio1009,24,12,123690,11,12,25,10,96,1999,GL,Porto5,Porto3,0
Navio1010,26,6,114567,10,9,31,10,60,1993,CNTR,Porto4,Porto2,0
Navio1011,31,14,105989,10,17,15,10,67,2003,GSM,Porto2,Porto3,0
Navio1012,54,9,48011,9,16,28,14,88,2004,GL,Porto4,Porto2,0
Navio1013,16,16,194407,12,14,12,19,42,1997,CG,Porto3,Porto1,0
Navio1014,33,9,155436,15,14,31,11,101,2015,GSM,Porto1,Porto3,0
Navio1015,43,12,146821,17,15,29,19,73,2005,GL,Porto4,Porto4,0
Navio1016,15,12,193551,15,14,15,11,34,1990,CNTR,Porto3,Porto4,0
Navio1017,36,12,179990,14,8,15,15,41,1993,CNTR,Porto5,Porto2,0
Navio1018,39,10,42754,14,12,27,6,86,2000,GL,Porto3,Porto3,0
Navio1019,24,16,108427,11,11,15,18,77,1995,CG,Porto3,Porto5,0
Navio1020,23,8,101421,16,15,14,12,100,2002,GL,Porto1,Porto4,0
